Product keyword,TrexIDV2,Seller Facing Fee Category,Risk Factor
jumpsuits apparel,apparel_bottoms,Apparel,Low Risk
leggings pants,apparel_bottoms,Apparel,Low Risk
long skirts,apparel_bottoms,Apparel,Low Risk
maternity jeans,apparel_bottoms,Apparel,Low Risk
novelty infant and toddler bodysuits,apparel_bottoms,Apparel,Low Risk
novelty infant and toddler clothing sets,apparel_bottoms,Apparel,Low Risk
novelty leggings,apparel_bottoms,Apparel,Low Risk
novelty pants,apparel_bottoms,Apparel,Low Risk
novelty shorts,apparel_bottoms,Apparel,Low Risk
novelty skirts,apparel_bottoms,Apparel,Low Risk
pants clothing sets,apparel_bottoms,Apparel,Low Risk
riding breeches,apparel_bottoms,Apparel,Low Risk
shorts clothing sets,apparel_bottoms,Apparel,Low Risk
skirts clothing sets,apparel_bottoms,Apparel,Low Risk
toilet training pants,apparel_bottoms,Apparel,Low Risk
fashion maternity shorts,apparel_bottoms,Apparel,Low Risk
infant and toddler shorts,apparel_bottoms,Apparel,Low Risk
bridal accessories,apparel_bridal,Apparel,Low Risk
bridal veils,apparel_bridal,Apparel,Low Risk
costumes,apparel_costumes_adults,Apparel,Low Risk
adult sized costumes,apparel_costumes_adults,Apparel,Low Risk
costume apparel bodysuits,apparel_costumes_adults,Apparel,Low Risk
costume apparel bottoms,apparel_costumes_adults,Apparel,Low Risk
costume apparel tops,apparel_costumes_adults,Apparel,Low Risk
costume outerwear,apparel_costumes_adults,Apparel,Low Risk
novelty clothing sets,apparel_costumes_adults,Apparel,Low Risk
childrens artist aprons,apparel_costumes_children,Apparel,Low Risk
childrens costumes,apparel_costumes_children,Apparel,Low Risk
infant and toddler costumes,apparel_costumes_children,Apparel,Low Risk
childrens costume accessories,apparel_costumes_props_accessories,Apparel,Low Risk
childrens costume hairwork,apparel_costumes_props_accessories,Apparel,Low Risk
childrens costume headwear and hats,apparel_costumes_props_accessories,Apparel,Low Risk
childrens costume masks,apparel_costumes_props_accessories,Apparel,Low Risk
costume accessories,apparel_costumes_props_accessories,Apparel,Low Risk
costume accessory sets,apparel_costumes_props_accessories,Apparel,Low Risk
costume facial hair,apparel_costumes_props_accessories,Apparel,Low Risk
costume feather boas,apparel_costumes_props_accessories,Apparel,Low Risk
costume headwear and hats,apparel_costumes_props_accessories,Apparel,Low Risk
costume masks,apparel_costumes_props_accessories,Apparel,Low Risk
costume props,apparel_costumes_props_accessories,Apparel,Low Risk
decorative masks,apparel_costumes_props_accessories,Apparel,Low Risk
tiara sash costume,apparel_costumes_props_accessories,Apparel,Low Risk
costume hosiery,apparel_costumes_props_accessories,Apparel,Low Risk
dress,apparel_dresses,Apparel,Low Risk
dresses,apparel_dresses,Apparel,Low Risk
cocktail dresses,apparel_dresses,Apparel,Low Risk
infant and toddler dresses,apparel_dresses,Apparel,Low Risk
infant and toddler playwear dresses,apparel_dresses,Apparel,Low Risk
infant and toddler special occasion dresses,apparel_dresses,Apparel,Low Risk
maternity dresses,apparel_dresses,Apparel,Low Risk
maternity nursing dresses,apparel_dresses,Apparel,Low Risk
novelty dresses,apparel_dresses,Apparel,Low Risk
novelty infant and toddler dresses,apparel_dresses,Apparel,Low Risk
playwear dresses,apparel_dresses,Apparel,Low Risk
special occasion dresses,apparel_dresses,Apparel,Low Risk
vestidos,apparel_dresses,Apparel,Low Risk
camping foot warmers,apparel_electrical,Apparel,Low Risk
heated gloves,apparel_electrical,Apparel,Low Risk
thermal underwear,apparel_electrical,Apparel,Low Risk
thermal underwear bottoms,apparel_electrical,Apparel,Low Risk
thermal underwear sets,apparel_electrical,Apparel,Low Risk
thermal underwear tops,apparel_electrical,Apparel,Low Risk
thermal underwear union suits,apparel_electrical,Apparel,Low Risk
business suit dress sets,apparel_formal_wear,Apparel,Low Risk
business suit jackets,apparel_formal_wear,Apparel,Low Risk
business suit pants sets,apparel_formal_wear,Apparel,Low Risk
business suit skirt sets,apparel_formal_wear,Apparel,Low Risk
business suit vests,apparel_formal_wear,Apparel,Low Risk
graduation cap gown sets,apparel_formal_wear,Apparel,Low Risk
school uniform coats and jackets,apparel_formal_wear,Apparel,Low Risk
school uniform pants,apparel_formal_wear,Apparel,Low Risk
school uniform sets,apparel_formal_wear,Apparel,Low Risk
tuxedo jackets,apparel_formal_wear,Apparel,Low Risk
tuxedo suits,apparel_formal_wear,Apparel,Low Risk
airsoft gloves,apparel_gloves,Apparel,Low Risk
bag boxing gloves,apparel_gloves,Apparel,Low Risk
baseball and softball batting gloves,apparel_gloves,Apparel,Low Risk
baseball batting gloves,apparel_gloves,Apparel,Low Risk
baseball infielders gloves,apparel_gloves,Apparel,Low Risk
boxing gloves,apparel_gloves,Apparel,Low Risk
cold weather gloves,apparel_gloves,Apparel,Low Risk
cold weather mittens,apparel_gloves,Apparel,Low Risk
cycling gloves,apparel_gloves,Apparel,Low Risk
diving gloves,apparel_gloves,Apparel,Low Risk
driving gloves,apparel_gloves,Apparel,Low Risk
exercise gloves,apparel_gloves,Apparel,Low Risk
fishing gloves,apparel_gloves,Apparel,Low Risk
football receiving gloves,apparel_gloves,Apparel,Low Risk
golf gloves,apparel_gloves,Apparel,Low Risk
horse riding gloves,apparel_gloves,Apparel,Low Risk
infant and toddler gloves and mittens,apparel_gloves,Apparel,Low Risk
martial arts training gloves,apparel_gloves,Apparel,Low Risk
novelty gloves,apparel_gloves,Apparel,Low Risk
running gloves,apparel_gloves,Apparel,Low Risk
skiing gloves,apparel_gloves,Apparel,Low Risk
snowboarding gloves,apparel_gloves,Apparel,Low Risk
soccer goalie gloves,apparel_gloves,Apparel,Low Risk
special occasion gloves,apparel_gloves,Apparel,Low Risk
training boxing gloves,apparel_gloves,Apparel,Low Risk
baseball infielders mitts,apparel_gloves,Apparel,Low Risk
climbing gloves,apparel_gloves,Apparel,Low Risk
pantyhose,apparel_hoisery_socks,Apparel,Low Risk
socks,apparel_hoisery_socks,Apparel,Low Risk
tights,apparel_hoisery_socks,Apparel,Low Risk
casual socks,apparel_hoisery_socks,Apparel,Low Risk
dress socks,apparel_hoisery_socks,Apparel,Low Risk
fashion liner socks,apparel_hoisery_socks,Apparel,Low Risk
infant and toddler leg warmers,apparel_hoisery_socks,Apparel,Low Risk
infant and toddler socks,apparel_hoisery_socks,Apparel,Low Risk
infant and toddler tights,apparel_hoisery_socks,Apparel,Low Risk
leg warmers,apparel_hoisery_socks,Apparel,Low Risk
novelty infant and toddler socks,apparel_hoisery_socks,Apparel,Low Risk
novelty socks,apparel_hoisery_socks,Apparel,Low Risk
slipper socks,apparel_hoisery_socks,Apparel,Low Risk
medical support hose,apparel_hoisery_socks,Apparel,Low Risk
crew socks,apparel_hoisery_socks,Apparel,Low Risk
maternity tights,apparel_hoisery_socks,Apparel,Low Risk
novelty tights,apparel_hoisery_socks,Apparel,Low Risk
over the knee socks,apparel_hoisery_socks,Apparel,Low Risk
undershirts,apparel_innerwear_men,Apparel,Low Risk
boxer briefs,apparel_innerwear_men,Apparel,Low Risk
boxer shorts,apparel_innerwear_men,Apparel,Low Risk
briefs underwear,apparel_innerwear_men,Apparel,Low Risk
jock straps,apparel_innerwear_men,Apparel,Low Risk
novelty boxer briefs,apparel_innerwear_men,Apparel,Low Risk
trunks underwear,apparel_innerwear_men,Apparel,Low Risk
underwear,apparel_innerwear_men,Apparel,Low Risk
bras,apparel_innerwear_women,Apparel,Low Risk
bustiers,apparel_innerwear_women,Apparel,Low Risk
corsets,apparel_innerwear_women,Apparel,Low Risk
garters,apparel_innerwear_women,Apparel,Low Risk
adult exotic apparel accessories,apparel_innerwear_women,Apparel,Low Risk
adult exotic bras,apparel_innerwear_women,Apparel,Low Risk
adult exotic briefs underwear,apparel_innerwear_women,Apparel,Low Risk
adult exotic corsets,apparel_innerwear_women,Apparel,Low Risk
adult exotic costumes,apparel_innerwear_women,Apparel,Low Risk
adult exotic dresses,apparel_innerwear_women,Apparel,Low Risk
adult exotic hosiery,apparel_innerwear_women,Apparel,Low Risk
adult exotic lingerie bodystockings,apparel_innerwear_women,Apparel,Low Risk
adult exotic lingerie bodysuits,apparel_innerwear_women,Apparel,Low Risk
adult exotic lingerie sets,apparel_innerwear_women,Apparel,Low Risk
adult exotic negligees,apparel_innerwear_women,Apparel,Low Risk
adult exotic sleepwear and robe sets,apparel_innerwear_women,Apparel,Low Risk
adult exotic teddies lingerie,apparel_innerwear_women,Apparel,Low Risk
adult exotic thong underwear,apparel_innerwear_women,Apparel,Low Risk
apparel full slips,apparel_innerwear_women,Apparel,Low Risk
apparel half slips,apparel_innerwear_women,Apparel,Low Risk
babydoll lingerie,apparel_innerwear_women,Apparel,Low Risk
bikini underwear,apparel_innerwear_women,Apparel,Low Risk
boy shorts panties,apparel_innerwear_women,Apparel,Low Risk
bra extenders,apparel_innerwear_women,Apparel,Low Risk
bra inserts,apparel_innerwear_women,Apparel,Low Risk
bra straps,apparel_innerwear_women,Apparel,Low Risk
breast petals,apparel_innerwear_women,Apparel,Low Risk
camisoles lingerie,apparel_innerwear_women,Apparel,Low Risk
garter belts,apparel_innerwear_women,Apparel,Low Risk
g string and thong panties,apparel_innerwear_women,Apparel,Low Risk
g string underwear,apparel_innerwear_women,Apparel,Low Risk
hipster panties,apparel_innerwear_women,Apparel,Low Risk
lingerie sets,apparel_innerwear_women,Apparel,Low Risk
maternity bras,apparel_innerwear_women,Apparel,Low Risk
maternity underwear,apparel_innerwear_women,Apparel,Low Risk
minimizer bras,apparel_innerwear_women,Apparel,Low Risk
nursing bra pads,apparel_innerwear_women,Apparel,Low Risk
nursing bras,apparel_innerwear_women,Apparel,Low Risk
self adhesive bras,apparel_innerwear_women,Apparel,Low Risk
thong underwear,apparel_innerwear_women,Apparel,Low Risk
training bras,apparel_innerwear_women,Apparel,Low Risk
breast lift tape,apparel_innerwear_women,Apparel,Low Risk
g string and thong underwear,apparel_innerwear_women,Apparel,Low Risk
mastectomy bras,apparel_innerwear_women,Apparel,Low Risk
neckties,apparel_neckwear,Apparel,Low Risk
cold weather neck gaiters,apparel_neckwear,Apparel,Low Risk
novelty bandanas,apparel_neckwear,Apparel,Low Risk
novelty neckties,apparel_neckwear,Apparel,Low Risk
tie sets,apparel_neckwear,Apparel,Low Risk
anoraks,apparel_outerwear,Apparel,Low Risk
jackets,apparel_outerwear,Apparel,Low Risk
outerwear,apparel_outerwear,Apparel,Low Risk
parkas,apparel_outerwear,Apparel,Low Risk
raincoats,apparel_outerwear,Apparel,Low Risk
snowsuits,apparel_outerwear,Apparel,Low Risk
trenchcoats,apparel_outerwear,Apparel,Low Risk
bomber jackets,apparel_outerwear,Apparel,Low Risk
cotton lightweight jackets,apparel_outerwear,Apparel,Low Risk
denim jackets,apparel_outerwear,Apparel,Low Risk
denim outerwear vests,apparel_outerwear,Apparel,Low Risk
down alternative outerwear coats,apparel_outerwear,Apparel,Low Risk
down outerwear coats,apparel_outerwear,Apparel,Low Risk
down outerwear vests,apparel_outerwear,Apparel,Low Risk
dress coats,apparel_outerwear,Apparel,Low Risk
fashion transitional jackets,apparel_outerwear,Apparel,Low Risk
faux fur outerwear coats,apparel_outerwear,Apparel,Low Risk
faux leather outerwear jackets,apparel_outerwear,Apparel,Low Risk
fleece outerwear jackets,apparel_outerwear,Apparel,Low Risk
fleece outerwear vests,apparel_outerwear,Apparel,Low Risk
fur outerwear coats,apparel_outerwear,Apparel,Low Risk
fur outerwear vests,apparel_outerwear,Apparel,Low Risk
infant and toddler fleece outerwear jackets,apparel_outerwear,Apparel,Low Risk
infant and toddler outerwear jackets,apparel_outerwear,Apparel,Low Risk
infant and toddler raincoats,apparel_outerwear,Apparel,Low Risk
infant and toddler snowsuits,apparel_outerwear,Apparel,Low Risk
leather outerwear jackets,apparel_outerwear,Apparel,Low Risk
novelty outerwear jackets,apparel_outerwear,Apparel,Low Risk
outerwear capes,apparel_outerwear,Apparel,Low Risk
outerwear jackets,apparel_outerwear,Apparel,Low Risk
outerwear vests,apparel_outerwear,Apparel,Low Risk
pea coats,apparel_outerwear,Apparel,Low Risk
quilted lightweight jackets,apparel_outerwear,Apparel,Low Risk
rain jackets,apparel_outerwear,Apparel,Low Risk
snow pants,apparel_outerwear,Apparel,Low Risk
varsity jackets,apparel_outerwear,Apparel,Low Risk
windbreaker jackets,apparel_outerwear,Apparel,Low Risk
wool outerwear coats,apparel_outerwear,Apparel,Low Risk
fashion maternity outerwear,apparel_outerwear,Apparel,Low Risk
powersports,apparel_powersports,Apparel,Low Risk
automotive racing apparel,apparel_powersports,Apparel,Low Risk
powersports base layer tops,apparel_powersports,Apparel,Low Risk
powersports chest protectors,apparel_powersports,Apparel,Low Risk
powersports gloves,apparel_powersports,Apparel,Low Risk
powersports jerseys,apparel_powersports,Apparel,Low Risk
powersports protective chaps,apparel_powersports,Apparel,Low Risk
powersports protective face masks,apparel_powersports,Apparel,Low Risk
powersports protective gear,apparel_powersports,Apparel,Low Risk
powersports protective jackets,apparel_powersports,Apparel,Low Risk
powersports protective pants,apparel_powersports,Apparel,Low Risk
powersports protective vests,apparel_powersports,Apparel,Low Risk
powersports racing suits,apparel_powersports,Apparel,Low Risk
powersports rain jackets,apparel_powersports,Apparel,Low Risk
powersports rain suits,apparel_powersports,Apparel,Low Risk
bathrobes,apparel_robes,Apparel,Low Risk
novelty bathrobes,apparel_robes,Apparel,Low Risk
handkerchiefs,apparel_scarves_shawls_ponchos_handkerchiefs_modesty_covers,Apparel,Low Risk
cold weather scarves,apparel_scarves_shawls_ponchos_handkerchiefs_modesty_covers,Apparel,Low Risk
fashion scarves,apparel_scarves_shawls_ponchos_handkerchiefs_modesty_covers,Apparel,Low Risk
novelty scarves,apparel_scarves_shawls_ponchos_handkerchiefs_modesty_covers,Apparel,Low Risk
pashmina shawls,apparel_scarves_shawls_ponchos_handkerchiefs_modesty_covers,Apparel,Low Risk
privacy nursing covers,apparel_scarves_shawls_ponchos_handkerchiefs_modesty_covers,Apparel,Low Risk
sports fan scarves,apparel_scarves_shawls_ponchos_handkerchiefs_modesty_covers,Apparel,Low Risk
body shapers undergarments,apparel_shapewear_sauna_suits,Apparel,Low Risk
sauna suits,apparel_shapewear_sauna_suits,Apparel,Low Risk
shapewear bodysuits,apparel_shapewear_sauna_suits,Apparel,Low Risk
shapewear briefs,apparel_shapewear_sauna_suits,Apparel,Low Risk
shapewear full slips,apparel_shapewear_sauna_suits,Apparel,Low Risk
shapewear tops,apparel_shapewear_sauna_suits,Apparel,Low Risk
thigh shapewear,apparel_shapewear_sauna_suits,Apparel,Low Risk
waist shapewear,apparel_shapewear_sauna_suits,Apparel,Low Risk
waist trimmers,apparel_shapewear_sauna_suits,Apparel,Low Risk
chemises,apparel_sleepwear,Apparel,Low Risk
nightgowns,apparel_sleepwear,Apparel,Low Risk
infant and toddler bodysuit footies,apparel_sleepwear,Apparel,Low Risk
infant and toddler layette sets,apparel_sleepwear,Apparel,Low Risk
infant and toddler nightgowns,apparel_sleepwear,Apparel,Low Risk
infant and toddler pajama sets,apparel_sleepwear,Apparel,Low Risk
infant and toddler sleepers,apparel_sleepwear,Apparel,Low Risk
maternity nightgowns,apparel_sleepwear,Apparel,Low Risk
maternity nursing nightgowns,apparel_sleepwear,Apparel,Low Risk
maternity nursing pajama sets,apparel_sleepwear,Apparel,Low Risk
novelty one piece pajamas,apparel_sleepwear,Apparel,Low Risk
novelty pajama bottoms,apparel_sleepwear,Apparel,Low Risk
novelty pajama sets,apparel_sleepwear,Apparel,Low Risk
pajama bottoms,apparel_sleepwear,Apparel,Low Risk
pajama sets,apparel_sleepwear,Apparel,Low Risk
pajama tops,apparel_sleepwear,Apparel,Low Risk
pants pajamas sets,apparel_sleepwear,Apparel,Low Risk
shorts pajama sets,apparel_sleepwear,Apparel,Low Risk
bow ties,apparel_suits_accessories,Apparel,Low Risk
collar stays,apparel_suits_accessories,Apparel,Low Risk
pocket squares,apparel_suits_accessories,Apparel,Low Risk
sweaters,apparel_sweaters_sweatshirts,Apparel,Low Risk
cardigan sweaters,apparel_sweaters_sweatshirts,Apparel,Low Risk
cowlneck sweaters,apparel_sweaters_sweatshirts,Apparel,Low Risk
crewneck sweaters,apparel_sweaters_sweatshirts,Apparel,Low Risk
fashion hoodies,apparel_sweaters_sweatshirts,Apparel,Low Risk
fashion sweatshirts,apparel_sweaters_sweatshirts,Apparel,Low Risk
infant and toddler hoodies,apparel_sweaters_sweatshirts,Apparel,Low Risk
infant and toddler sweaters,apparel_sweaters_sweatshirts,Apparel,Low Risk
movie and tv fan hoodies,apparel_sweaters_sweatshirts,Apparel,Low Risk
novelty hoodies,apparel_sweaters_sweatshirts,Apparel,Low Risk
novelty sweaters,apparel_sweaters_sweatshirts,Apparel,Low Risk
pullover sweaters,apparel_sweaters_sweatshirts,Apparel,Low Risk
shrug sweaters,apparel_sweaters_sweatshirts,Apparel,Low Risk
sweater vests,apparel_sweaters_sweatshirts,Apparel,Low Risk
turtleneck sweaters,apparel_sweaters_sweatshirts,Apparel,Low Risk
v neck sweaters,apparel_sweaters_sweatshirts,Apparel,Low Risk
infant and toddler sweatshirts,apparel_sweaters_sweatshirts,Apparel,Low Risk
fashion bikini sets,apparel_swimwear,Apparel,Low Risk
fashion bikini tops,apparel_swimwear,Apparel,Low Risk
fashion board shorts,apparel_swimwear,Apparel,Low Risk
fashion one piece swimsuits,apparel_swimwear,Apparel,Low Risk
fashion swim briefs,apparel_swimwear,Apparel,Low Risk
fashion swimsuit bottoms separates,apparel_swimwear,Apparel,Low Risk
fashion swim trunks,apparel_swimwear,Apparel,Low Risk
fashion swimwear cover ups,apparel_swimwear,Apparel,Low Risk
fashion tankini sets,apparel_swimwear,Apparel,Low Risk
fashion tankini tops,apparel_swimwear,Apparel,Low Risk
infant and toddler one piece swimsuits,apparel_swimwear,Apparel,Low Risk
infant and toddler rash guard sets,apparel_swimwear,Apparel,Low Risk
infant and toddler reusable swim diapers,apparel_swimwear,Apparel,Low Risk
infant and toddler sun protective swimwear,apparel_swimwear,Apparel,Low Risk
infant and toddler swimwear bikini sets,apparel_swimwear,Apparel,Low Risk
infant and toddler swimwear sunsuits,apparel_swimwear,Apparel,Low Risk
novelty swimwear,apparel_swimwear,Apparel,Low Risk
rash guard sets,apparel_swimwear,Apparel,Low Risk
fashion monokinis,apparel_swimwear,Apparel,Low Risk
maternity one piece swimsuits,apparel_swimwear,Apparel,Low Risk
blouses,apparel_tops,Apparel,Low Risk
shirt,apparel_tops,Apparel,Low Risk
shirts,apparel_tops,Apparel,Low Risk
button down shirts,apparel_tops,Apparel,Low Risk
dress shirts,apparel_tops,Apparel,Low Risk
fashion maternity tank top and cami shirts,apparel_tops,Apparel,Low Risk
fashion maternity t shirts,apparel_tops,Apparel,Low Risk
fashion t shirts,apparel_tops,Apparel,Low Risk
fashion vests,apparel_tops,Apparel,Low Risk
handmade t shirts,apparel_tops,Apparel,Low Risk
henley shirts,apparel_tops,Apparel,Low Risk
infant and toddler suits,apparel_tops,Apparel,Low Risk
infant and toddler t shirts,apparel_tops,Apparel,Low Risk
maternity nursing tank top and cami shirts,apparel_tops,Apparel,Low Risk
maternity nursing t shirts,apparel_tops,Apparel,Low Risk
medical apparel t shirts,apparel_tops,Apparel,Low Risk
movie and tv fan t shirts,apparel_tops,Apparel,Low Risk
music fan sweatshirts,apparel_tops,Apparel,Low Risk
music fan t shirts,apparel_tops,Apparel,Low Risk
novelty blouses,apparel_tops,Apparel,Low Risk
novelty button down shirts,apparel_tops,Apparel,Low Risk
novelty infant and toddler shirts,apparel_tops,Apparel,Low Risk
novelty infant and toddler t shirts,apparel_tops,Apparel,Low Risk
novelty polo shirts,apparel_tops,Apparel,Low Risk
novelty tank tops,apparel_tops,Apparel,Low Risk
novelty t shirts,apparel_tops,Apparel,Low Risk
polo shirts,apparel_tops,Apparel,Low Risk
sports fan t shirts,apparel_tops,Apparel,Low Risk
tank top and cami shirts,apparel_tops,Apparel,Low Risk
tunic shirts,apparel_tops,Apparel,Low Risk
tuxedo shirts,apparel_tops,Apparel,Low Risk
work utility t shirts,apparel_tops,Apparel,Low Risk
infant and toddler button down shirts,apparel_tops,Apparel,Low Risk
sarees,apparel_traditional,Apparel,Low Risk
keffiyeh and shemagh,apparel_traditional,Apparel,Low Risk
kurta pyjama sets,apparel_traditional,Apparel,Low Risk
traditional east asian wear,apparel_traditional,Apparel,Low Risk
traditional kilts,apparel_traditional,Apparel,Low Risk
traditional middle eastern wear,apparel_traditional,Apparel,Low Risk
traditional pan african wear,apparel_traditional,Apparel,Low Risk
traditional pan european wear,apparel_traditional,Apparel,Low Risk
traditional south asian wear,apparel_traditional,Apparel,Low Risk
childrens wearable blankets,apparel_wearable_blankets,Apparel,Low Risk
wearable blankets,apparel_wearable_blankets,Apparel,Low Risk
arm safety sleeves,apparel_workwear,Apparel,Low Risk
beekeeping protective gear,apparel_workwear,Apparel,Low Risk
chefs jackets,apparel_workwear,Apparel,Low Risk
chefs pants,apparel_workwear,Apparel,Low Risk
food service uniforms aprons,apparel_workwear,Apparel,Low Risk
kitchen aprons,apparel_workwear,Apparel,Low Risk
medical lab coats,apparel_workwear,Apparel,Low Risk
medical scrubs apparel sets,apparel_workwear,Apparel,Low Risk
medical scrubs jackets,apparel_workwear,Apparel,Low Risk
medical scrubs pants,apparel_workwear,Apparel,Low Risk
medical scrubs shirts,apparel_workwear,Apparel,Low Risk
military apparel accessories,apparel_workwear,Apparel,Low Risk
military apparel shirts,apparel_workwear,Apparel,Low Risk
military coats and jackets,apparel_workwear,Apparel,Low Risk
military pants,apparel_workwear,Apparel,Low Risk
outdoor cooking gloves,apparel_workwear,Apparel,Low Risk
overalls and coveralls workwear apparel,apparel_workwear,Apparel,Low Risk
professional medical patient gowns,apparel_workwear,Apparel,Low Risk
protective lab coats and jackets,apparel_workwear,Apparel,Low Risk
protective work and lab aprons,apparel_workwear,Apparel,Low Risk
protective work and lab coveralls,apparel_workwear,Apparel,Low Risk
protective work jackets,apparel_workwear,Apparel,Low Risk
safety shirts,apparel_workwear,Apparel,Low Risk
safety vests,apparel_workwear,Apparel,Low Risk
science lab radiation protection supplies,apparel_workwear,Apparel,Low Risk
work utility button down shirts,apparel_workwear,Apparel,Low Risk
work utility outerwear,apparel_workwear,Apparel,Low Risk
work utility pants,apparel_workwear,Apparel,Low Risk
work utility shirts,apparel_workwear,Apparel,Low Risk
sports reflective gear,apparel_workwear,Apparel,Low Risk
hairdressing capes,apparel_workwear,Apparel,Low Risk
chefs hats,apparel_workwear,Apparel,Low Risk
industrial and scientific radiation protection supplies,apparel_workwear,Apparel,Low Risk
professional dental bibs,apparel_workwear,Apparel,Low Risk
beard bibs,apparel_workwear,Apparel,Low Risk
automotive air fresheners,automotive_accessories_cabin,Automotive,Low Risk
automotive cargo baskets,automotive_accessories_cabin,Automotive,Low Risk
automotive cargo liners,automotive_accessories_cabin,Automotive,Low Risk
automotive cargo nets,automotive_accessories_cabin,Automotive,Low Risk
automotive dash covers,automotive_accessories_cabin,Automotive,Low Risk
automotive door entry protectors,automotive_accessories_cabin,Automotive,Low Risk
automotive escape tools,automotive_accessories_cabin,Automotive,Low Risk
automotive exact fit seat covers,automotive_accessories_cabin,Automotive,Low Risk
automotive garbage cans,automotive_accessories_cabin,Automotive,Low Risk
automotive glove box organizers,automotive_accessories_cabin,Automotive,Low Risk
automotive interior accessories,automotive_accessories_cabin,Automotive,Low Risk
automotive interior visors,automotive_accessories_cabin,Automotive,Low Risk
automotive jump starters,automotive_accessories_cabin,Automotive,Low Risk
automotive safety kits,automotive_accessories_cabin,Automotive,Low Risk
automotive seat accessories,automotive_accessories_cabin,Automotive,Low Risk
automotive seat back kick protectors,automotive_accessories_cabin,Automotive,Low Risk
automotive seat back organizers,automotive_accessories_cabin,Automotive,Low Risk
automotive seat belt pads,automotive_accessories_cabin,Automotive,Low Risk
automotive seat covers,automotive_accessories_cabin,Automotive,Low Risk
automotive seat cushions,automotive_accessories_cabin,Automotive,Low Risk
automotive soundproofing kits,automotive_accessories_cabin,Automotive,Low Risk
automotive steering wheel accessories,automotive_accessories_cabin,Automotive,Low Risk
automotive steering wheel covers,automotive_accessories_cabin,Automotive,Low Risk
automotive steering wheel spinners,automotive_accessories_cabin,Automotive,Low Risk
automotive trays and bags,automotive_accessories_cabin,Automotive,Low Risk
automotive trunk organizers,automotive_accessories_cabin,Automotive,Low Risk
automotive under seat consoles,automotive_accessories_cabin,Automotive,Low Risk
automotive universal fit seat covers,automotive_accessories_cabin,Automotive,Low Risk
car floor mats,automotive_accessories_cabin,Automotive,Low Risk
exact fit windshield sun shades,automotive_accessories_cabin,Automotive,Low Risk
powersports grips,automotive_accessories_cabin,Automotive,Low Risk
powersports seat covers,automotive_accessories_cabin,Automotive,Low Risk
rv interior accessories,automotive_accessories_cabin,Automotive,Low Risk
side car window sun shades,automotive_accessories_cabin,Automotive,Low Risk
windshield sun shades,automotive_accessories_cabin,Automotive,Low Risk
car seat attachable storage and organizers,automotive_accessories_cabin,Automotive,Low Risk
automotive decortaive hangings,automotive_accessories_cabin,Automotive,Low Risk
automotive aroma diffusers,automotive_accessories_cabin,Automotive,Low Risk
automotive ceiling liners,automotive_accessories_cabin,Automotive,Low Risk
automotive interior sets,automotive_accessories_cabin,Automotive,Low Risk
automotive seat cover sets,automotive_accessories_cabin,Automotive,Low Risk
automotive battery chargers,automotive_accessories_chargers,Automotive,Low Risk
automotive portable charging products,automotive_accessories_chargers,Automotive,Low Risk
boating battery chargers,automotive_accessories_chargers,Automotive,Low Risk
electric vehicle charging stations,automotive_accessories_chargers,Automotive,Low Risk
powersports battery chargers,automotive_accessories_chargers,Automotive,Low Risk
sports scooter battery chargers,automotive_accessories_chargers,Automotive,Low Risk
electric vehicle charging station accessories,automotive_accessories_chargers,Automotive,Low Risk
automotive blind spot mirrors,automotive_accessories_exterior,Automotive,Low Risk
automotive cargo bars,automotive_accessories_exterior,Automotive,Low Risk
automotive bike racks,automotive_accessories_exterior,Automotive,Low Risk
automotive bras,automotive_accessories_exterior,Automotive,Low Risk
automotive bumper covers,automotive_accessories_exterior,Automotive,Low Risk
automotive bumper guards,automotive_accessories_exterior,Automotive,Low Risk
automotive cargo bags,automotive_accessories_exterior,Automotive,Low Risk
automotive cargo rack adapters,automotive_accessories_exterior,Automotive,Low Risk
automotive cargo racks,automotive_accessories_exterior,Automotive,Low Risk
automotive differential covers,automotive_accessories_exterior,Automotive,Low Risk
automotive differentials,automotive_accessories_exterior,Automotive,Low Risk
automotive drawbar hitches,automotive_accessories_exterior,Automotive,Low Risk
automotive exterior accessories,automotive_accessories_exterior,Automotive,Low Risk
automotive fifth wheel hitches,automotive_accessories_exterior,Automotive,Low Risk
automotive gooseneck hitches,automotive_accessories_exterior,Automotive,Low Risk
automotive grille inserts,automotive_accessories_exterior,Automotive,Low Risk
automotive hitch covers,automotive_accessories_exterior,Automotive,Low Risk
automotive hitch steps,automotive_accessories_exterior,Automotive,Low Risk
automotive hood deflectors,automotive_accessories_exterior,Automotive,Low Risk
automotive hood pins,automotive_accessories_exterior,Automotive,Low Risk
automotive hubcaps,automotive_accessories_exterior,Automotive,Low Risk
automotive kayak racks,automotive_accessories_exterior,Automotive,Low Risk
automotive license plate covers,automotive_accessories_exterior,Automotive,Low Risk
automotive license plate frames,automotive_accessories_exterior,Automotive,Low Risk
automotive passenger vehicle snow chains,automotive_accessories_exterior,Automotive,Low Risk
automotive protective films,automotive_accessories_exterior,Automotive,Low Risk
automotive reflectors,automotive_accessories_exterior,Automotive,Low Risk
automotive running boards,automotive_accessories_exterior,Automotive,Low Risk
automotive side window wind deflectors,automotive_accessories_exterior,Automotive,Low Risk
automotive ski racks,automotive_accessories_exterior,Automotive,Low Risk
automotive snow plow attachments,automotive_accessories_exterior,Automotive,Low Risk
